OrderID,OrderDate,ProductID,CustomerID,SalesRepID,Quantity,Price,Region,Status
ORD100040,2023-07-17,P050,CUST0904,Alice,3.0,120.91,West,Returned
ORD100041,2023-07-21,P057,CUST0687,Alice,9.0,1497.38,West,Returned
ORD100042,2022-09-01,P098,CUST0080,Charlie,18.0,867.99,East,Cancelled
ORD100043,2023-05-20,P028,CUST0093,Bob,14.0,1902.94,North,Completed
ORD100044,2022-05-11,P098,CUST0064,Eva,19.0,1039.32,West,Returned
ORD100045,2023-04-30,P096,CUST0546,David,2.0,777.39,North,Returned
ORD100046,2023-10-09,P087,CUST0510,David,10.0,213.73,East,Completed
ORD100047,2022-01-21,P088,CUST0285,David,11.0,985.57,North,Returned
ORD100048,2022-06-16,P065,CUST0419,Eva,17.0,460.68,South,Completed
ORD100049,2022-10-01,P024,CUST0816,Eva,12.0,659.1,South,Completed
ORD100050,2023-01-23,P067,CUST0714,David,12.0,1899.29,South,Completed
ORD100051,2023-08-24,P081,CUST0628,Alice,14.0,583.31,West,Cancelled
ORD100052,2022-11-12,P007,CUST0193,David,11.0,634.86,West,Completed
ORD100053,2022-01-14,P074,CUST0453,Alice,17.0,990.96,North,Completed
ORD100054,2022-08-30,P083,CUST0451,Charlie,9.0,1480.87,North,Completed
ORD100055,2022-12-12,P024,CUST0359,David,4.0,689.04,East,Returned
ORD100056,2023-07-19,P009,CUST0398,David,17.0,426.09,East,Cancelled
ORD100057,2022-12-06,P015,CUST0174,Alice,19.0,1328.72,South,Cancelled
ORD100058,2022-04-02,P056,CUST0027,Alice,19.0,148.02,South,Completed
ORD100059,2023-01-02,P086,CUST0942,Alice,8.0,1286.9,West,Returned
ORD100060,2023-03-31,P017,CUST0413,Charlie,12.0,1584.84,West,Returned
ORD100061,2023-03-04,P019,CUST0257,David,13.0,1302.33,West,Cancelled
ORD100062,2023-05-24,P009,CUST0850,Alice,13.0,919.67,East,Completed
ORD100063,2022-02-04,P064,CUST0643,Charlie,11.0,1449.33,South,Cancelled
ORD100064,2022-07-25,P057,CUST0538,Charlie,15.0,86.3,,Cancelled
ORD100065,2022-03-22,P038,CUST0405,Eva,12.0,1157.43,East,Cancelled
ORD100066,2023-07-16,P083,CUST0630,Alice,8.0,1085.7,East,Cancelled
ORD100067,2023-01-23,P008,CUST0792,Alice,4.0,1970.87,East,Cancelled
ORD100068,2022-01-02,P006,CUST0301,Alice,4.0,1483.21,North,Returned
ORD100069,2023-01-25,P049,CUST0628,Eva,4.0,774.86,North,Cancelled
ORD100070,2023-07-20,P045,CUST0751,Alice,13.0,961.28,South,Cancelled
ORD100071,2022-04-16,P021,CUST0724,Alice,6.0,233.05,West,Returned
ORD100072,2023-04-22,P093,CUST0413,Charlie,19.0,365.49,North,Returned
ORD100073,2023-12-04,P034,CUST0018,Alice,12.0,1471.36,North,Returned
ORD100074,2023-02-06,P012,CUST0643,David,14.0,1502.37,North,Completed
ORD100075,2023-12-31,P039,CUST0947,Bob,5.0,654.76,West,Returned
ORD100076,2023-07-10,P096,CUST0896,Alice,10.0,1302.07,North,Cancelled
ORD100077,2022-06-11,P006,CUST0623,Charlie,6.0,1161.94,East,Returned
ORD100078,2022-07-21,P081,CUST0128,Eva,16.0,502.56,East,Completed
ORD100079,2022-09-27,P032,CUST0114,Eva,1.0,1440.58,North,Cancelled
ORD100080,2022-09-28,P060,CUST0737,Bob,14.0,798.51,West,Cancelled
ORD100081,2023-04-01,P008,CUST0146,Charlie,10.0,815.64,West,Cancelled
ORD100082,2023-04-07,P038,CUST0933,Alice,18.0,,North,Completed
ORD100083,2023-12-28,P093,CUST0888,Eva,16.0,534.04,South,Returned
ORD100084,2022-09-09,P095,CUST0191,Eva,2.0,1528.02,West,Cancelled
ORD100085,2023-12-03,P019,CUST0981,David,14.0,87.51,West,Completed
ORD100086,2022-10-23,P055,CUST0620,Bob,10.0,441.38,East,Returned
ORD100087,2023-12-26,P009,CUST0531,David,5.0,1570.93,West,Completed
ORD100088,2023-12-21,P052,CUST0151,Eva,3.0,1765.61,West,Cancelled
ORD100089,2022-12-04,P028,CUST0852,Alice,1.0,1263.69,East,Completed
ORD100090,2022-02-22,P062,CUST0695,Alice,5.0,1761.68,North,Returned
ORD100091,2022-08-05,P048,CUST0792,David,6.0,313.75,West,Cancelled
ORD100092,2022-07-07,P039,CUST0467,Alice,11.0,1314.3,North,Completed
ORD100093,2023-01-15,P053,CUST0154,Bob,18.0,1365.68,West,Completed
ORD100094,2023-05-08,P095,CUST0225,David,8.0,1695.94,East,Returned
ORD100095,2022-02-10,P063,CUST0992,Charlie,19.0,499.69,North,Cancelled
ORD100096,2022-06-06,P019,CUST0504,Alice,18.0,227.07,South,Cancelled
ORD100097,2022-01-15,P033,CUST0566,Alice,6.0,499.05,North,Cancelled
ORD100098,2022-03-06,P064,CUST0611,Charlie,17.0,1229.05,North,Returned
ORD100099,2023-06-05,P026,CUST0601,Bob,8.0,1914.57,East,Returned
ORD100100,2022-12-10,P045,CUST0673,David,5.0,742.51,West,Cancelled
ORD100101,2022-05-09,P001,CUST0984,David,11.0,808.73,West,Cancelled
ORD100102,2023-10-10,P075,CUST0057,Bob,17.0,,West,Completed
ORD100103,2023-04-17,P066,CUST0634,David,9.0,1023.27,West,Completed
ORD100104,2022-03-04,P035,CUST0881,Alice,16.0,329.28,East,Returned
ORD100105,2022-05-19,P077,CUST0393,Bob,7.0,866.6,South,Cancelled
ORD100106,2023-05-14,P098,CUST0101,Alice,1.0,1855.78,North,Returned
ORD100107,2023-08-16,P098,CUST0832,Alice,13.0,560.85,West,Returned
ORD100108,2023-01-27,P099,CUST0741,Alice,7.0,1676.38,North,Cancelled
ORD100109,2023-11-06,P096,CUST0203,Charlie,3.0,731.49,West,Completed
ORD100110,2023-02-23,P045,CUST0597,Bob,18.0,1602.48,East,Completed
ORD100111,2022-10-16,P076,CUST0059,Alice,14.0,1379.44,East,Completed
ORD100112,2023-01-14,P033,CUST0209,Bob,,1337.34,North,Cancelled
ORD100113,2023-05-05,P082,CUST0016,Eva,3.0,460.09,South,Returned
ORD100114,2022-08-19,P069,CUST0901,Alice,3.0,215.05,North,Completed
ORD100115,2022-02-10,P083,CUST0556,David,13.0,1497.52,North,Returned
ORD100116,2022-01-28,P031,CUST0558,Eva,9.0,1901.43,East,Cancelled
ORD100117,2022-05-15,P091,CUST0766,David,4.0,1304.83,South,Completed
ORD100118,2022-07-20,P064,CUST0906,Eva,10.0,1907.15,East,Completed
ORD100119,2022-02-02,P015,CUST0333,Charlie,10.0,110.52,North,Completed
ORD100120,2022-02-17,P046,CUST0495,Charlie,16.0,1465.12,North,Returned
ORD100121,2023-05-18,P048,CUST0570,Eva,13.0,1095.53,South,Returned
ORD100122,2023-02-11,P068,CUST0582,Eva,2.0,1180.78,South,Cancelled
ORD100123,2023-07-28,P083,CUST0741,Bob,1.0,509.48,North,Returned
ORD100124,2023-12-29,P085,CUST0320,Charlie,9.0,1440.87,South,Returned
ORD100125,2022-04-09,P040,CUST0208,Bob,16.0,944.1,West,Returned
ORD100126,2023-11-15,P001,CUST0838,David,9.0,1718.8,East,Cancelled
ORD100127,2023-12-27,P020,CUST0733,Charlie,15.0,977.2,South,Cancelled
ORD100128,2023-07-01,P022,CUST0383,Bob,9.0,1334.71,North,Cancelled
ORD100129,2023-09-05,P054,CUST0572,Alice,18.0,420.39,West,Returned
ORD100130,2023-04-07,P077,CUST0281,David,15.0,1758.39,North,Cancelled
ORD100131,2023-10-05,P065,CUST0855,Charlie,1.0,783.29,East,Returned
ORD100132,2022-01-05,P015,CUST0779,Alice,8.0,1968.3,East,Returned
ORD100133,2022-08-06,P061,CUST0349,Eva,7.0,890.98,East,Returned
ORD100134,2023-05-18,P079,CUST0853,Alice,10.0,652.59,South,Returned
ORD100135,2023-02-02,P014,CUST0319,Eva,8.0,1423.94,West,Returned
ORD100136,2023-01-28,P069,CUST0896,Eva,3.0,305.09,West,Cancelled
ORD100137,2022-07-26,P049,CUST0666,Eva,7.0,413.33,East,Completed
ORD100138,2022-01-15,P006,CUST0041,Eva,9.0,111.95,North,Cancelled
ORD100139,2023-07-08,P041,CUST0309,David,18.0,329.69,East,Completed
ORD100140,2023-04-06,P031,CUST0997,Eva,3.0,1346.18,South,Cancelled
ORD100141,2023-11-22,P090,CUST0715,Eva,4.0,1141.23,South,Returned
ORD100142,2023-07-29,P064,CUST0742,Eva,6.0,1852.73,North,Returned
ORD100143,2022-08-29,P089,CUST0152,Charlie,9.0,1567.95,North,Returned
ORD100144,2023-07-18,P051,CUST0849,Bob,9.0,1699.31,South,Returned
ORD100145,2022-04-06,P059,CUST0457,Alice,15.0,1004.59,West,Cancelled
ORD100146,2023-04-30,P055,CUST0456,Alice,10.0,346.59,West,Returned
ORD100147,2023-02-11,P049,CUST0094,Bob,8.0,1294.63,North,Returned
ORD100148,2022-08-19,P040,CUST0391,David,1.0,1816.29,East,Completed
ORD100149,2023-10-17,P015,CUST0640,Eva,1.0,1371.32,East,Returned
ORD100150,2022-06-20,P070,CUST0229,Charlie,18.0,1915.03,West,Completed
ORD100151,2023-06-25,P065,CUST0497,Alice,14.0,1505.72,,Completed
ORD100152,2022-02-05,P007,CUST0471,Bob,14.0,413.13,East,Completed
ORD100153,2023-06-09,P062,CUST0585,Eva,9.0,1830.09,West,Completed
ORD100154,2022-06-09,P054,CUST0083,Alice,5.0,1619.85,East,Cancelled
ORD100155,2023-11-30,P052,CUST0748,Alice,7.0,782.65,South,Returned
ORD100156,2022-08-31,P051,CUST0192,Alice,19.0,374.6,West,Returned
ORD100157,2022-03-27,P004,CUST0456,Eva,14.0,1207.13,East,Cancelled
ORD100158,2023-08-01,P001,CUST0880,David,19.0,455.15,North,Completed
ORD100159,2023-11-13,P066,CUST0046,Bob,17.0,1828.21,North,Returned
ORD100160,2023-07-11,P098,CUST0462,Bob,13.0,1212.24,South,Cancelled
ORD100161,2023-07-28,P035,CUST0563,Alice,2.0,96.96,East,Cancelled
ORD100162,2023-10-08,P077,CUST0732,David,8.0,949.23,South,Cancelled
ORD100163,2022-01-28,P081,CUST0611,David,8.0,1586.29,North,Completed
ORD100164,2023-09-12,P010,CUST0967,Eva,9.0,1102.23,West,Cancelled
ORD100165,2023-07-10,P067,CUST0902,Bob,16.0,1103.87,East,Returned
ORD100166,2022-12-06,P068,CUST0798,Alice,3.0,1460.9,South,Cancelled
ORD100167,2022-11-27,P089,CUST0101,Alice,10.0,1134.75,West,Returned
ORD100168,2023-10-02,P093,CUST0656,David,10.0,1299.45,North,Returned
ORD100169,2023-05-21,P065,CUST0235,Charlie,9.0,164.96,West,Returned
ORD100170,2022-12-14,P051,CUST0887,Eva,18.0,1285.64,West,Cancelled
ORD100171,2023-04-18,P030,CUST0313,David,2.0,491.78,West,Completed
ORD100172,2022-08-19,P039,CUST0961,Eva,6.0,1586.06,South,Returned
ORD100173,2022-07-09,P010,CUST0362,David,17.0,903.91,South,Completed
ORD100174,2022-08-13,P093,CUST0829,David,1.0,470.17,West,Completed
ORD100175,2023-01-20,P044,CUST0785,David,13.0,172.04,East,Completed
ORD100176,2023-01-12,P032,CUST0959,Charlie,6.0,566.38,East,Returned
ORD100177,2022-10-10,P044,CUST0245,Bob,6.0,1736.86,East,Completed
ORD100178,2023-09-25,P063,CUST0248,Alice,19.0,1341.36,East,Cancelled
ORD100179,2023-09-20,P061,CUST0263,Eva,18.0,932.89,East,Completed
ORD100180,2022-09-16,P065,CUST0163,David,9.0,697.17,,Returned
ORD100181,2022-12-25,P041,CUST0633,Alice,1.0,683.56,South,Cancelled
ORD100182,2023-12-11,P081,CUST0197,David,8.0,846.38,South,Returned
ORD100183,2023-04-01,P012,CUST0859,Bob,2.0,95.17,East,Returned
ORD100184,2023-02-15,P002,CUST0542,Bob,10.0,1308.07,East,Returned
ORD100185,2023-10-11,P073,CUST0684,Bob,4.0,723.61,West,Completed
ORD100186,2022-11-14,P076,CUST0618,David,11.0,1125.61,North,Completed
ORD100187,2023-11-08,P060,CUST0483,Alice,13.0,1036.39,South,Completed
ORD100188,2022-08-13,P025,CUST0208,Bob,4.0,804.83,West,Completed
ORD100189,2022-08-22,P100,CUST0902,Eva,2.0,1309.16,North,Returned
ORD100190,2023-11-15,P061,CUST0976,Charlie,8.0,1815.15,South,Completed
ORD100191,2023-10-26,P099,CUST0568,Charlie,9.0,1909.72,West,Completed
ORD100192,2023-01-09,P022,CUST0136,Charlie,15.0,538.86,East,Completed
ORD100193,2023-11-03,P097,CUST0980,Charlie,19.0,1683.38,South,Returned
ORD100194,2023-08-31,P056,CUST0381,Charlie,4.0,115.23,West,Returned
ORD100195,2023-04-17,P021,CUST0223,Charlie,3.0,601.77,East,Completed
ORD100196,2022-08-21,P055,CUST0020,David,19.0,552.78,South,Completed
ORD100197,2023-11-23,P040,CUST0457,Alice,19.0,426.84,South,Completed
ORD100198,2022-04-23,P051,CUST0286,Eva,8.0,418.61,West,Returned
ORD100199,2023-05-12,P022,CUST0446,Alice,3.0,565.27,West,Returned
ORD100200,2023-03-18,P028,CUST0333,Eva,2.0,1430.99,North,Returned
ORD100201,2023-07-18,P004,CUST0026,Bob,19.0,842.22,East,Completed
ORD100202,2022-09-25,P026,CUST0578,Eva,6.0,1802.66,South,Completed
ORD100203,2023-05-25,P087,CUST0573,David,3.0,1645.88,South,Completed
ORD100204,2023-01-21,P060,CUST0445,Bob,19.0,526.76,South,Returned
ORD100205,2023-01-22,P023,CUST0557,Charlie,3.0,1718.55,West,Cancelled
ORD100206,2022-04-23,P041,CUST0814,David,13.0,1734.66,South,Completed
ORD100207,2023-09-05,P058,CUST0792,David,3.0,1072.92,West,Returned
ORD100208,2023-09-17,P008,CUST0333,Alice,6.0,418.47,East,Completed
ORD100209,2022-03-22,P096,CUST0115,Alice,1.0,1057.51,South,Completed
ORD100210,2023-11-30,P051,CUST0016,Bob,15.0,100.22,South,Cancelled
ORD100211,2022-04-23,P061,CUST0338,David,10.0,73.7,East,Returned
ORD100212,2022-01-02,P001,CUST0144,Bob,4.0,1034.68,East,Completed
ORD100213,2023-10-04,P030,CUST0834,Charlie,11.0,1834.24,North,Cancelled
ORD100214,2022-08-08,P092,CUST0641,Alice,15.0,312.08,East,Returned
ORD100215,2023-07-20,P017,CUST0586,David,10.0,766.29,North,Completed
ORD100216,2022-08-13,P023,CUST0537,Charlie,2.0,1004.68,East,Completed
ORD100217,2023-01-20,P024,CUST0014,David,7.0,1086.09,East,Completed
ORD100218,2023-02-07,P086,CUST0209,Charlie,14.0,1647.13,North,Returned
ORD100219,2023-09-30,P069,CUST0978,Eva,12.0,363.62,East,Cancelled
ORD100220,2022-05-10,P089,CUST0647,Charlie,17.0,96.19,East,Cancelled
ORD100221,2022-02-22,P052,CUST0021,Eva,17.0,1471.76,South,Cancelled
ORD100222,2023-11-15,P071,CUST0861,Alice,7.0,1708.08,West,Returned
ORD100223,2023-12-31,P058,CUST0091,Eva,15.0,835.3,South,Cancelled
ORD100224,2023-11-03,P022,CUST0561,Bob,6.0,1915.12,West,Cancelled
ORD100225,2023-12-11,P059,CUST0900,Charlie,4.0,1079.09,North,Cancelled
ORD100226,2023-02-20,P044,CUST0524,Alice,12.0,1389.99,East,Cancelled
ORD100227,2022-09-04,P037,CUST0022,David,10.0,1022.19,Noorth,Returned
ORD100228,2023-03-15,P034,CUST0872,Charlie,18.0,463.35,West,Completed
ORD100229,2022-07-22,P100,CUST0674,Charlie,12.0,684.29,East,Completed
ORD100230,2022-07-03,P057,CUST0410,Eva,3.0,1914.66,North,Cancelled
ORD100231,2022-05-03,P057,CUST0156,Eva,5.0,1076.03,East,Returned
ORD100232,2023-02-05,P040,CUST0915,Charlie,16.0,1904.34,South,Completed
ORD100233,2022-10-21,P020,CUST0159,Charlie,3.0,721.96,West,Completed
ORD100234,2022-10-07,P017,CUST0782,Bob,4.0,1981.85,North,Completed
ORD100235,2023-09-02,P052,CUST0087,David,6.0,1316.66,West,Returned
ORD100236,2022-07-17,P004,CUST0337,Bob,11.0,1629.33,North,Returned
ORD100237,2023-05-26,P063,CUST0407,Bob,2.0,270.78,East,Cancelled
ORD100238,2022-05-24,P050,CUST0721,David,11.0,1773.01,North,Returned
ORD100239,2023-09-01,P082,CUST0520,Alice,13.0,89.66,North,Returned
ORD100240,2022-07-20,P092,CUST0678,David,13.0,177.93,West,Returned
ORD100241,2022-05-04,P050,CUST0010,Alice,2.0,746.62,East,Completed
ORD100242,2022-07-06,P016,CUST0030,Charlie,7.0,636.2,South,Returned
ORD100243,2022-11-22,P072,CUST0775,Bob,13.0,405.84,North,Returned
ORD100244,2023-04-09,P061,CUST0258,Charlie,1.0,1570.73,West,Cancelled
ORD100245,2022-12-15,P044,CUST0278,Bob,3.0,854.47,North,Cancelled
ORD100246,2023-10-22,P018,CUST0133,Eva,19.0,1784.52,North,Cancelled
ORD100247,2023-02-07,P050,CUST0963,Bob,13.0,107.24,South,Returned
ORD100248,2022-12-12,P093,CUST0457,Bob,1.0,715.05,North,Returned
ORD100249,2023-05-26,P080,CUST0197,Bob,14.0,407.06,South,Returned
ORD100250,2022-05-27,P030,CUST0568,Alice,14.0,905.72,East,Returned
ORD100251,2022-05-28,P049,CUST0276,Eva,16.0,1992.68,West,Returned
ORD100252,2023-12-12,P098,CUST0477,Alice,17.0,1771.28,West,Returned
ORD100253,2023-05-04,P094,CUST0198,David,7.0,1303.11,South,Completed
ORD100254,2023-10-02,P021,CUST0324,David,9.0,456.17,East,Returned
ORD100255,2023-07-05,P022,CUST0484,Eva,19.0,1302.96,North,Cancelled
ORD100256,2022-12-04,P047,CUST0185,David,19.0,486.06,East,Completed
ORD100257,2023-10-03,P025,CUST0533,Charlie,6.0,175.21,North,Completed
ORD100258,2023-04-18,P086,CUST0017,Alice,15.0,1401.8,South,Returned
ORD100259,2022-05-31,P056,CUST0079,Bob,11.0,1579.37,East,Returned
ORD100260,2023-02-19,P064,CUST0027,Charlie,3.0,584.59,South,Cancelled
ORD100261,2022-10-25,P028,CUST0679,Bob,3.0,388.14,South,Cancelled
ORD100262,2023-09-03,P033,CUST0339,David,11.0,1626.54,North,Completed
ORD100263,2022-09-20,P066,CUST0747,Alice,3.0,306.11,North,Cancelled
ORD100264,2022-05-24,P004,CUST0963,David,15.0,1936.87,East,Cancelled
ORD100265,2022-12-12,P080,CUST0476,Alice,19.0,76.31,North,Cancelled
ORD100266,2023-09-16,P012,CUST0111,Bob,6.0,1173.69,North,Returned
ORD100267,2023-07-26,P017,CUST0726,Bob,14.0,1189.5,West,Cancelled
ORD100268,2022-01-02,P036,CUST0371,Bob,18.0,1013.67,East,Cancelled
ORD100269,2022-10-31,P016,CUST0369,Eva,16.0,1523.03,East,Completed
ORD100270,2022-09-11,P023,CUST0710,David,9.0,1245.86,South,Cancelled
ORD100271,2023-10-14,P072,CUST0479,Eva,7.0,1940.5,South,Cancelled
ORD100272,2023-03-29,P009,CUST0709,Charlie,19.0,191.07,South,Cancelled
ORD100273,2022-02-06,P078,CUST0013,Eva,11.0,832.09,West,Completed
ORD100274,2022-06-09,P055,CUST0625,Bob,19.0,1007.97,North,Returned
ORD100275,2022-01-09,P073,CUST0610,Alice,17.0,1412.91,North,Returned
ORD100276,2022-08-21,P064,CUST0818,David,7.0,150.18,North,Returned
ORD100277,2022-04-09,P047,CUST0650,David,1.0,1604.05,West,Completed
ORD100278,2023-10-21,P090,CUST0568,David,11.0,290.37,North,Returned
ORD100279,2022-07-27,P100,CUST0104,Charlie,2.0,53.49,South,Cancelled
ORD100280,2022-05-11,P067,CUST0232,David,4.0,952.09,North,Completed
ORD100281,2023-02-08,P010,CUST0172,Charlie,9.0,459.13,North,Cancelled
ORD100282,2022-06-01,P089,CUST0540,Bob,6.0,1909.89,West,Cancelled
ORD100283,2022-02-23,P004,CUST0469,Alice,7.0,1366.81,East,Returned
ORD100284,2022-04-30,P030,CUST0805,Bob,8.0,1666.01,North,Completed
ORD100285,2023-11-04,P011,CUST0292,Eva,12.0,1868.08,South,Completed
ORD100286,2023-09-20,P051,CUST0952,David,12.0,224.13,North,Completed
ORD100287,2023-08-10,P019,CUST0604,Eva,18.0,1194.58,North,Returned
ORD100288,2023-09-17,P013,CUST0205,Charlie,1.0,988.45,South,Cancelled
ORD100289,2023-02-24,P057,CUST0825,Bob,15.0,1417.42,North,Returned
ORD100290,2023-02-26,P100,CUST0548,David,5.0,1380.99,South,Completed
ORD100291,2022-04-14,P003,CUST0129,Charlie,1.0,1761.17,North,Cancelled
ORD100292,2022-09-11,P078,CUST0171,Bob,1.0,896.62,North,Returned
ORD100293,2022-08-15,P074,CUST0905,Bob,19.0,305.18,South,Cancelled
ORD100294,2022-04-22,P038,CUST0497,Charlie,12.0,1540.97,South,Cancelled
ORD100295,2023-05-25,P027,CUST0980,Alice,16.0,189.02,South,Completed
ORD100296,2023-04-18,P088,CUST0363,Bob,16.0,713.84,North,Returned
ORD100297,2022-04-09,P080,CUST0874,David,6.0,1737.14,West,Cancelled
ORD100298,2022-06-02,P010,CUST0977,Eva,3.0,1991.04,East,Returned
ORD100299,2022-12-04,P053,CUST0195,Charlie,14.0,1047.25,North,Completed
ORD100300,2023-12-07,P027,CUST0883,Alice,14.0,1557.78,South,Completed
ORD100301,2022-06-12,P007,CUST0544,Bob,6.0,123.63,South,Cancelled
ORD100302,2023-12-21,P092,CUST0631,Eva,9.0,1757.24,North,Completed
ORD100303,2023-11-12,P090,CUST0380,Alice,16.0,523.71,South,Returned
ORD100304,2022-06-10,P082,CUST0995,Charlie,12.0,234.96,South,Cancelled
ORD100305,2023-08-03,P013,CUST0582,Bob,4.0,515.28,East,Returned
ORD100306,2023-02-02,P072,CUST0314,Bob,1.0,1296.91,West,Cancelled
ORD100307,2022-10-04,P091,CUST0436,Charlie,9.0,1588.06,East,Cancelled
ORD100308,2023-05-19,P060,CUST0198,Eva,8.0,645.79,North,Cancelled
ORD100309,2023-01-27,P014,CUST0345,Eva,12.0,424.65,East,Cancelled
ORD100310,2022-05-15,P044,CUST0284,David,16.0,1761.54,East,Cancelled
ORD100311,2022-07-14,P070,CUST0231,Bob,8.0,1247.96,East,Completed
ORD100312,2023-02-05,P084,CUST0705,Charlie,13.0,1383.03,North,Completed
ORD100313,2023-10-02,P028,CUST0680,Bob,19.0,98.51,East,Returned
ORD100314,2022-02-02,P023,CUST0464,David,1.0,1505.28,Noorth,Cancelled
ORD100315,2023-11-19,P012,CUST0916,David,2.0,,East,Returned
ORD100316,2023-04-05,P024,CUST0600,Alice,13.0,1416.38,West,Cancelled
ORD100317,2023-04-15,P051,CUST0975,Bob,16.0,1719.93,West,Returned
ORD100318,2023-01-10,P022,CUST0115,Charlie,1.0,136.9,North,Completed
ORD100319,2022-01-22,P062,CUST0650,Alice,5.0,340.65,East,Completed
ORD100320,2023-11-01,P026,CUST0076,Charlie,4.0,560.56,North,Cancelled
ORD100321,2022-02-07,P086,CUST0446,David,9.0,475.23,West,Returned
ORD100322,2022-08-18,P058,CUST0293,Eva,6.0,1831.34,East,Cancelled
ORD100323,2022-12-31,P071,CUST0739,Eva,2.0,1273.65,West,Returned
ORD100324,2023-07-17,P015,CUST0828,Charlie,18.0,1974.38,North,Returned
ORD100325,2023-03-14,P094,CUST0603,Charlie,2.0,78.04,East,Cancelled
ORD100326,2022-10-10,P068,CUST0077,Eva,11.0,427.47,West,Returned
ORD100327,2022-01-27,P006,CUST0350,Alice,14.0,1686.01,East,Completed
ORD100328,2022-08-14,P002,CUST0371,Eva,9.0,1123.01,North,Cancelled
ORD100329,2022-10-04,P031,CUST0323,David,4.0,1036.27,East,Cancelled
ORD100330,2023-09-01,P024,CUST0180,Bob,8.0,1704.32,North,Completed
ORD100331,2022-10-11,P035,CUST0419,Charlie,14.0,1834.38,South,Cancelled
ORD100332,2023-04-26,P047,CUST0368,Alice,3.0,952.1,East,Returned
ORD100333,2023-03-29,P031,CUST0702,David,16.0,512.68,West,Returned
ORD100334,2023-10-21,P089,CUST0396,Bob,3.0,232.97,South,Returned
ORD100335,2023-05-31,P072,CUST0754,Alice,8.0,1630.74,West,Completed
ORD100336,2023-07-01,P076,CUST0541,Charlie,12.0,885.24,North,Returned
ORD100337,2022-07-11,P002,CUST0286,Alice,14.0,253.97,East,Returned
ORD100338,2022-02-18,P079,CUST0662,David,2.0,520.21,,Cancelled
ORD100339,2023-05-27,P059,CUST0337,Eva,5.0,1271.83,West,Cancelled
